eid	pid	name	entity
44	48	Hoop_Dreams_(1994)	http://dbpedia.org/resource/Hoop_Dreams
45	49	I.Q._(1994)	http://dbpedia.org/resource/I.Q._(film)
46	50	Star_Wars_(1977)	http://dbpedia.org/resource/Star_Wars_(film)
47	51	Legends_of_the_Fall_(1994)	http://dbpedia.org/resource/Legends_of_the_Fall
48	52	Madness_of_King_George,_The_(1994)	http://dbpedia.org/resource/The_Madness_of_King_George
49	53	Natural_Born_Killers_(1994)	http://dbpedia.org/resource/Natural_Born_Killers
50	54	Outbreak_(1995)	http://dbpedia.org/resource/Outbreak_(film)
51	55	Professional,_The_(1994)	http://dbpedia.org/resource/Léon:_The_Professional
52	56	Pulp_Fiction_(1994)	http://dbpedia.org/resource/Pulp_Fiction
53	57	Priest_(1994)	http://dbpedia.org/resource/Priest_(1994_film)
54	58	Quiz_Show_(1994)	http://dbpedia.org/resource/Quiz_Show_(film)
55	59	Three_Colors:_Red_(1994)	http://dbpedia.org/resource/Three_Colours:_Red
56	60	Three_Colors:_Blue_(1993)	http://dbpedia.org/resource/Three_Colours:_Blue
57	61	Three_Colors:_White_(1994)	http://dbpedia.org/resource/Three_Colours:_White
58	62	Stargate_(1994)	http://dbpedia.org/resource/Stargate_(film)
59	63	Santa_Clause,_The_(1994)	http://dbpedia.org/resource/The_Santa_Clause
60	65	What's_Eating_Gilbert_Grape_(1993)	http://dbpedia.org/resource/What's_Eating_Gilbert_Grape
61	66	While_You_Were_Sleeping_(1995)	http://dbpedia.org/resource/While_You_Were_Sleeping_(film)
62	67	Ace_Ventura:_Pet_Detective_(1994)	http://dbpedia.org/resource/Ace_Ventura:_Pet_Detective
63	68	Crow,_The_(1994)	http://dbpedia.org/resource/The_Crow_(1994_film)
64	69	Forrest_Gump_(1994)	http://dbpedia.org/resource/Forrest_Gump
65	70	Four_Weddings_and_a_Funeral_(1994)	http://dbpedia.org/resource/Four_Weddings_and_a_Funeral
66	71	Lion_King,_The_(1994)	http://dbpedia.org/resource/The_Lion_King
67	72	Mask,_The_(1994)	http://dbpedia.org/resource/The_Mask_(1994_film)
68	73	Maverick_(1994)	http://dbpedia.org/resource/Maverick_(film)
69	74	Faster_Pussycat!_Kill!_Kill!_(1965)	http://dbpedia.org/resource/Faster,_Pussycat!_Kill!_Kill!
70	76	Carlito's_Way_(1993)	http://dbpedia.org/resource/Carlito's_Way
71	77	Firm,_The_(1993)	http://dbpedia.org/resource/The_Firm_(1993_film)
72	78	Free_Willy_(1993)	http://dbpedia.org/resource/Free_Willy
73	79	Fugitive,_The_(1993)	http://dbpedia.org/resource/The_Fugitive_(1993_film)
74	80	Hot_Shots!_Part_Deux_(1993)	http://dbpedia.org/resource/Hot_Shots!_Part_Deux
75	81	Hudsucker_Proxy,_The_(1994)	http://dbpedia.org/resource/The_Hudsucker_Proxy
76	82	Jurassic_Park_(1993)	http://dbpedia.org/resource/Jurassic_Park_(film)
77	83	Much_Ado_About_Nothing_(1993)	http://dbpedia.org/resource/Much_Ado_About_Nothing_(1993_film)
78	85	Ref,_The_(1994)	http://dbpedia.org/resource/The_Ref
79	86	Remains_of_the_Day,_The_(1993)	http://dbpedia.org/resource/The_Remains_of_the_Day_(film)
80	87	Searching_for_Bobby_Fischer_(1993)	http://dbpedia.org/resource/Searching_for_Bobby_Fischer
81	88	Sleepless_in_Seattle_(1993)	http://dbpedia.org/resource/Sleepless_in_Seattle
82	89	Blade_Runner_(1982)	http://dbpedia.org/resource/Blade_Runner
83	90	So_I_Married_an_Axe_Murderer_(1993)	http://dbpedia.org/resource/So_I_Married_an_Axe_Murderer
84	91	Nightmare_Before_Christmas,_The_(1993)	http://dbpedia.org/resource/The_Nightmare_Before_Christmas
85	92	True_Romance_(1993)	http://dbpedia.org/resource/True_Romance
86	93	Welcome_to_the_Dollhouse_(1995)	http://dbpedia.org/resource/Welcome_to_the_Dollhouse
87	94	Home_Alone_(1990)	http://dbpedia.org/resource/Home_Alone
88	95	Aladdin_(1992)	http://dbpedia.org/resource/Aladdin_(1992_Disney_film)
89	96	Terminator_2:_Judgment_Day_(1991)	http://dbpedia.org/resource/Terminator_2:_Judgment_Day
90	97	Dances_with_Wolves_(1990)	http://dbpedia.org/resource/Dances_with_Wolves
91	98	Silence_of_the_Lambs,_The_(1991)	http://dbpedia.org/resource/The_Silence_of_the_Lambs_(film)
92	99	Snow_White_and_the_Seven_Dwarfs_(1937)	http://dbpedia.org/resource/Snow_White_and_the_Seven_Dwarfs_(1937_film)
93	100	Fargo_(1996)	http://dbpedia.org/resource/Fargo_(1996_film)
94	101	Heavy_Metal_(1981)	http://dbpedia.org/resource/Heavy_Metal_(film)
95	102	Aristocats,_The_(1970)	http://dbpedia.org/resource/The_Aristocats
96	103	All_Dogs_Go_to_Heaven_2_(1996)	http://dbpedia.org/resource/All_Dogs_Go_to_Heaven_2
97	105	Sgt._Bilko_(1996)	http://dbpedia.org/resource/Sgt._Bilko
98	106	Diabolique_(1996)	http://dbpedia.org/resource/Diabolique_(1996_film)
99	107	Moll_Flanders_(1996)	http://dbpedia.org/resource/Moll_Flanders_(1996_film)
100	108	Kids_in_the_Hall:_Brain_Candy_(1996)	http://dbpedia.org/resource/Kids_in_the_Hall:_Brain_Candy
101	109	Mystery_Science_Theater_3000:_The_Movie_(1996)	http://dbpedia.org/resource/Mystery_Science_Theater_3000:_The_Movie
102	110	Operation_Dumbo_Drop_(1995)	http://dbpedia.org/resource/Operation_Dumbo_Drop
103	111	Truth_About_Cats_&_Dogs,_The_(1996)	http://dbpedia.org/resource/The_Truth_About_Cats_&_Dogs
104	112	Flipper_(1996)	http://dbpedia.org/resource/Flipper_(1996_film)
105	113	Horseman_on_the_Roof,_The_(Hussard_sur_le_toit,_Le)_(1995)	http://dbpedia.org/resource/The_Horseman_on_the_Roof
106	116	Cold_Comfort_Farm_(1995)	http://dbpedia.org/resource/Cold_Comfort_Farm_(film)
107	117	Rock,_The_(1996)	http://dbpedia.org/resource/The_Rock_(film)
108	118	Twister_(1996)	http://dbpedia.org/resource/Twister_(1996_film)
109	119	Maya_Lin:_A_Strong_Clear_Vision_(1994)	http://dbpedia.org/resource/Maya_Lin:_A_Strong_Clear_Vision
110	120	Striptease_(1996)	http://dbpedia.org/resource/Striptease_(film)
111	121	Independence_Day_(ID4)_(1996)	http://dbpedia.org/resource/Independence_Day_(1996_film)
112	122	Cable_Guy,_The_(1996)	http://dbpedia.org/resource/The_Cable_Guy
113	123	Frighteners,_The_(1996)	http://dbpedia.org/resource/The_Frighteners
114	124	Lone_Star_(1996)	http://dbpedia.org/resource/Lone_Star_(1996_film)
115	125	Phenomenon_(1996)	http://dbpedia.org/resource/Phenomenon_(film)
116	127	Godfather,_The_(1972)	http://dbpedia.org/resource/The_Godfather
117	128	Supercop_(1992)	http://dbpedia.org/resource/Supercop
118	129	Bound_(1996)	http://dbpedia.org/resource/Bound_(1996_film)
119	130	Kansas_City_(1996)	http://dbpedia.org/resource/Kansas_City_(film)
120	131	Breakfast_at_Tiffany's_(1961)	http://dbpedia.org/resource/Breakfast_at_Tiffany's_(film)
121	132	Wizard_of_Oz,_The_(1939)	http://dbpedia.org/resource/The_Wizard_of_Oz_(1939_film)
122	133	Gone_with_the_Wind_(1939)	http://dbpedia.org/resource/Gone_with_the_Wind_(film)
123	134	Citizen_Kane_(1941)	http://dbpedia.org/resource/Citizen_Kane
124	135	2001:_A_Space_Odyssey_(1968)	http://dbpedia.org/resource/2001:_A_Space_Odyssey_(film)
125	136	Mr._Smith_Goes_to_Washington_(1939)	http://dbpedia.org/resource/Mr._Smith_Goes_to_Washington
126	137	Big_Night_(1996)	http://dbpedia.org/resource/Big_Night
127	138	D3:_The_Mighty_Ducks_(1996)	http://dbpedia.org/resource/D3:_The_Mighty_Ducks
128	140	Homeward_Bound:_The_Incredible_Journey_(1993)	http://dbpedia.org/resource/Homeward_Bound:_The_Incredible_Journey
129	142	Bedknobs_and_Broomsticks_(1971)	http://dbpedia.org/resource/Bedknobs_and_Broomsticks
130	143	Sound_of_Music,_The_(1965)	http://dbpedia.org/resource/The_Sound_of_Music_(film)
131	145	Lawnmower_Man,_The_(1992)	http://dbpedia.org/resource/The_Lawnmower_Man_(film)
132	146	Unhook_the_Stars_(1996)	http://dbpedia.org/resource/Unhook_the_Stars
133	147	Long_Kiss_Goodnight,_The_(1996)	http://dbpedia.org/resource/The_Long_Kiss_Goodnight
134	148	Ghost_and_the_Darkness,_The_(1996)	http://dbpedia.org/resource/The_Ghost_and_the_Darkness
135	149	Jude_(1996)	http://dbpedia.org/resource/Jude_(film)
136	150	Swingers_(1996)	http://dbpedia.org/resource/Swingers_(1996_film)
137	151	Willy_Wonka_and_the_Chocolate_Factory_(1971)	http://dbpedia.org/resource/Willy_Wonka_&_the_Chocolate_Factory
138	152	Sleeper_(1973)	http://dbpedia.org/resource/Sleeper_(1973_film)
139	153	Fish_Called_Wanda,_A_(1988)	http://dbpedia.org/resource/A_Fish_Called_Wanda
140	154	Monty_Python's_Life_of_Brian_(1979)	http://dbpedia.org/resource/Monty_Python's_Life_of_Brian
141	155	Dirty_Dancing_(1987)	http://dbpedia.org/resource/Dirty_Dancing
142	156	Reservoir_Dogs_(1992)	http://dbpedia.org/resource/Reservoir_Dogs
143	157	Platoon_(1986)	http://dbpedia.org/resource/Platoon_(film)
144	158	Weekend_at_Bernie's_(1989)	http://dbpedia.org/resource/Weekend_at_Bernie's
145	159	Basic_Instinct_(1992)	http://dbpedia.org/resource/Basic_Instinct
146	160	Glengarry_Glen_Ross_(1992)	http://dbpedia.org/resource/Glengarry_Glen_Ross_(film)
147	161	Top_Gun_(1986)	http://dbpedia.org/resource/Top_Gun
148	162	On_Golden_Pond_(1981)	http://dbpedia.org/resource/On_Golden_Pond_(1981_film)
149	164	Abyss,_The_(1989)	http://dbpedia.org/resource/The_Abyss
150	165	Jean_de_Florette_(1986)	http://dbpedia.org/resource/Jean_de_Florette
151	167	Private_Benjamin_(1980)	http://dbpedia.org/resource/Private_Benjamin_(1980_film)
152	169	Wrong_Trousers,_The_(1993)	http://dbpedia.org/resource/The_Wrong_Trousers
153	171	Delicatessen_(1991)	http://dbpedia.org/resource/Delicatessen_(1991_film)
154	173	Princess_Bride,_The_(1987)	http://dbpedia.org/resource/The_Princess_Bride_(film)
155	175	Brazil_(1985)	http://dbpedia.org/resource/Brazil_(1985_film)
156	177	Good,_The_Bad_and_The_Ugly,_The_(1966)	http://dbpedia.org/resource/The_Good,_the_Bad_and_the_Ugly
157	178	12_Angry_Men_(1957)	http://dbpedia.org/resource/12_Angry_Men_(1957_film)
158	179	Clockwork_Orange,_A_(1971)	http://dbpedia.org/resource/A_Clockwork_Orange_(film)
159	180	Apocalypse_Now_(1979)	http://dbpedia.org/resource/Apocalypse_Now
160	181	Return_of_the_Jedi_(1983)	http://dbpedia.org/resource/Return_of_the_Jedi
161	182	GoodFellas_(1990)	http://dbpedia.org/resource/Goodfellas
162	183	Alien_(1979)	http://dbpedia.org/resource/Alien_(film)
163	185	Psycho_(1960)	http://dbpedia.org/resource/Psycho_(1960_film)
164	186	Blues_Brothers,_The_(1980)	http://dbpedia.org/resource/The_Blues_Brothers_(film)
165	187	Godfather:_Part_II,_The_(1974)	http://dbpedia.org/resource/The_Godfather_Part_II
166	188	Full_Metal_Jacket_(1987)	http://dbpedia.org/resource/Full_Metal_Jacket
167	190	Henry_V_(1989)	http://dbpedia.org/resource/Henry_V_(1989_film)
168	191	Amadeus_(1984)	http://dbpedia.org/resource/Amadeus_(film)
169	192	Raging_Bull_(1980)	http://dbpedia.org/resource/Raging_Bull
170	193	Right_Stuff,_The_(1983)	http://dbpedia.org/resource/The_Right_Stuff_(film)
171	194	Sting,_The_(1973)	http://dbpedia.org/resource/The_Sting
172	195	Terminator,_The_(1984)	http://dbpedia.org/resource/The_Terminator
173	196	Dead_Poets_Society_(1989)	http://dbpedia.org/resource/Dead_Poets_Society
174	197	Graduate,_The_(1967)	http://dbpedia.org/resource/The_Graduate
175	198	Nikita_(La_Femme_Nikita)_(1990)	http://dbpedia.org/resource/La_Femme_Nikita_(film)
176	199	Bridge_on_the_River_Kwai,_The_(1957)	http://dbpedia.org/resource/The_Bridge_on_the_River_Kwai
177	200	Shining,_The_(1980)	http://dbpedia.org/resource/The_Shining_(film)
178	201	Evil_Dead_II_(1987)	http://dbpedia.org/resource/Evil_Dead_II
179	203	Unforgiven_(1992)	http://dbpedia.org/resource/Unforgiven
180	205	Patton_(1970)	http://dbpedia.org/resource/Patton_(film)
181	206	Akira_(1988)	http://dbpedia.org/resource/Akira_(1988_film)
182	207	Cyrano_de_Bergerac_(1990)	http://dbpedia.org/resource/Cyrano_de_Bergerac_(1990_film)
183	208	Young_Frankenstein_(1974)	http://dbpedia.org/resource/Young_Frankenstein
184	209	This_Is_Spinal_Tap_(1984)	http://dbpedia.org/resource/This_Is_Spinal_Tap
185	210	Indiana_Jones_and_the_Last_Crusade_(1989)	http://dbpedia.org/resource/Indiana_Jones_and_the_Last_Crusade
186	211	M*A*S*H_(1970)	http://dbpedia.org/resource/Hmone_Shwe_Yee
187	212	Unbearable_Lightness_of_Being,_The_(1988)	http://dbpedia.org/resource/The_Unbearable_Lightness_of_Being_(film)
188	214	Pink_Floyd_-_The_Wall_(1982)	http://dbpedia.org/resource/Pink_Floyd_–_The_Wall
189	215	Field_of_Dreams_(1989)	http://dbpedia.org/resource/Field_of_Dreams
190	216	When_Harry_Met_Sally..._(1989)	http://dbpedia.org/resource/When_Harry_Met_Sally...
191	217	Bram_Stoker's_Dracula_(1992)	http://dbpedia.org/resource/Bram_Stoker's_Dracula_(1992_film)
192	218	Cape_Fear_(1991)	http://dbpedia.org/resource/Cape_Fear_(1991_film)
193	219	Nightmare_on_Elm_Street,_A_(1984)	http://dbpedia.org/resource/A_Nightmare_on_Elm_Street
194	220	Mirror_Has_Two_Faces,_The_(1996)	http://dbpedia.org/resource/The_Mirror_Has_Two_Faces
195	221	Breaking_the_Waves_(1996)	http://dbpedia.org/resource/Breaking_the_Waves
196	222	Star_Trek:_First_Contact_(1996)	http://dbpedia.org/resource/Star_Trek:_First_Contact
197	223	Sling_Blade_(1996)	http://dbpedia.org/resource/Sling_Blade
198	224	Ridicule_(1996)	http://dbpedia.org/resource/Ridicule_(film)
199	225	101_Dalmatians_(1996)	http://dbpedia.org/resource/101_Dalmatians_(1996_film)
200	226	Die_Hard_2_(1990)	http://dbpedia.org/resource/Die_Hard_2
201	227	Star_Trek_VI:_The_Undiscovered_Country_(1991)	http://dbpedia.org/resource/Star_Trek_VI:_The_Undiscovered_Country
202	228	Star_Trek:_The_Wrath_of_Khan_(1982)	http://dbpedia.org/resource/Star_Trek_II:_The_Wrath_of_Khan
203	229	Star_Trek_III:_The_Search_for_Spock_(1984)	http://dbpedia.org/resource/Star_Trek_III:_The_Search_for_Spock
204	230	Star_Trek_IV:_The_Voyage_Home_(1986)	http://dbpedia.org/resource/Star_Trek_IV:_The_Voyage_Home
205	231	Batman_Returns_(1992)	http://dbpedia.org/resource/Batman_Returns
206	232	Young_Guns_(1988)	http://dbpedia.org/resource/Young_Guns_(film)
207	233	Under_Siege_(1992)	http://dbpedia.org/resource/Under_Siege
208	234	Jaws_(1975)	http://dbpedia.org/resource/Jaws_(film)
209	235	Mars_Attacks!_(1996)	http://dbpedia.org/resource/Mars_Attacks!
210	236	Citizen_Ruth_(1996)	http://dbpedia.org/resource/Citizen_Ruth
211	237	Jerry_Maguire_(1996)	http://dbpedia.org/resource/Jerry_Maguire
212	238	Raising_Arizona_(1987)	http://dbpedia.org/resource/Raising_Arizona
213	239	Sneakers_(1992)	http://dbpedia.org/resource/Sneakers_(1992_film)
214	240	Beavis_and_Butt-head_Do_America_(1996)	http://dbpedia.org/resource/Beavis_and_Butt-Head_Do_America
215	241	Last_of_the_Mohicans,_The_(1992)	http://dbpedia.org/resource/The_Last_of_the_Mohicans_(1992_film)
216	242	Kolya_(1996)	http://dbpedia.org/resource/Kolya
217	243	Jungle2Jungle_(1997)	http://dbpedia.org/resource/Jungle_2_Jungle
218	244	Smilla's_Sense_of_Snow_(1997)	http://dbpedia.org/resource/Smilla's_Sense_of_Snow_(film)
219	245	Devil's_Own,_The_(1997)	http://dbpedia.org/resource/The_Devil's_Own
220	246	Chasing_Amy_(1997)	http://dbpedia.org/resource/Chasing_Amy
221	247	Turbo:_A_Power_Rangers_Movie_(1997)	http://dbpedia.org/resource/Turbo:_A_Power_Rangers_Movie
222	248	Grosse_Pointe_Blank_(1997)	http://dbpedia.org/resource/Grosse_Pointe_Blank
223	249	Austin_Powers:_International_Man_of_Mystery_(1997)	http://dbpedia.org/resource/Austin_Powers:_International_Man_of_Mystery
224	250	Fifth_Element,_The_(1997)	http://dbpedia.org/resource/The_Fifth_Element
225	251	Shall_We_Dance?_(1996)	http://dbpedia.org/resource/Shall_We_Dance%3F_(1996_film)
226	252	Lost_World:_Jurassic_Park,_The_(1997)	http://dbpedia.org/resource/The_Lost_World:_Jurassic_Park
227	254	Batman_&_Robin_(1997)	http://dbpedia.org/resource/Batman_&_Robin_(film)
228	255	My_Best_Friend's_Wedding_(1997)	http://dbpedia.org/resource/My_Best_Friend's_Wedding
229	257	Men_in_Black_(1997)	http://dbpedia.org/resource/Men_in_Black_(1997_film)
230	258	Contact_(1997)	http://dbpedia.org/resource/Contact_(1997_American_film)
231	259	George_of_the_Jungle_(1997)	http://dbpedia.org/resource/George_of_the_Jungle_(film)
232	260	Event_Horizon_(1997)	http://dbpedia.org/resource/Event_Horizon_(film)
233	261	Air_Bud_(1997)	http://dbpedia.org/resource/Air_Bud
234	262	In_the_Company_of_Men_(1997)	http://dbpedia.org/resource/In_the_Company_of_Men
235	263	Steel_(1997)	http://dbpedia.org/resource/Steel_(1997_film)
236	264	Mimic_(1997)	http://dbpedia.org/resource/Mimic_(film)
237	265	Hunt_for_Red_October,_The_(1990)	http://dbpedia.org/resource/The_Hunt_for_Red_October_(film)
238	266	Kull_the_Conqueror_(1997)	http://dbpedia.org/resource/Kull_the_Conqueror
239	268	Chasing_Amy_(1997)	http://dbpedia.org/resource/Chasing_Amy
240	269	Full_Monty,_The_(1997)	http://dbpedia.org/resource/The_Full_Monty
241	270	Gattaca_(1997)	http://dbpedia.org/resource/Gattaca
242	271	Starship_Troopers_(1997)	http://dbpedia.org/resource/Starship_Troopers_(film)
243	272	Good_Will_Hunting_(1997)	http://dbpedia.org/resource/Good_Will_Hunting
244	273	Heat_(1995)	http://dbpedia.org/resource/Heat_(1995_film)
245	274	Sabrina_(1995)	http://dbpedia.org/resource/Sabrina_(1995_film)
246	275	Sense_and_Sensibility_(1995)	http://dbpedia.org/resource/Sense_and_Sensibility_(film)
247	276	Leaving_Las_Vegas_(1995)	http://dbpedia.org/resource/Leaving_Las_Vegas
248	277	Restoration_(1995)	http://dbpedia.org/resource/Restoration_(1995_film)
249	278	Bed_of_Roses_(1996)	http://dbpedia.org/resource/Bed_of_Roses_(1996_film)
250	280	Up_Close_and_Personal_(1996)	http://dbpedia.org/resource/Up_Close_&_Personal_(film)
251	281	River_Wild,_The_(1994)	http://dbpedia.org/resource/The_River_Wild
252	282	Time_to_Kill,_A_(1996)	http://dbpedia.org/resource/A_Time_to_Kill_(1996_film)
253	283	Emma_(1996)	http://dbpedia.org/resource/Emma_(1996_TV_film)
254	284	Tin_Cup_(1996)	http://dbpedia.org/resource/Tin_Cup
255	285	Secrets_&_Lies_(1996)	http://dbpedia.org/resource/Secrets_&_Lies_(film)
256	286	English_Patient,_The_(1996)	http://dbpedia.org/resource/The_English_Patient_(film)
257	287	Marvin's_Room_(1996)	http://dbpedia.org/resource/Marvin's_Room_(film)
258	288	Scream_(1996)	http://dbpedia.org/resource/Scream_(1996_film)
259	289	Evita_(1996)	http://dbpedia.org/resource/Evita_(1996_film)
260	290	Fierce_Creatures_(1997)	http://dbpedia.org/resource/Fierce_Creatures
261	291	Absolute_Power_(1997)	http://dbpedia.org/resource/Absolute_Power_(film)
262	292	Rosewood_(1997)	http://dbpedia.org/resource/Rosewood_(film)
263	293	Donnie_Brasco_(1997)	http://dbpedia.org/resource/Donnie_Brasco_(film)
264	294	Liar_Liar_(1997)	http://dbpedia.org/resource/Liar_Liar
265	295	Breakdown_(1997)	http://dbpedia.org/resource/Breakdown_(1997_film)
266	296	Promesse,_La_(1996)	http://dbpedia.org/resource/La_Promesse
267	297	Ulee's_Gold_(1997)	http://dbpedia.org/resource/Ulee's_Gold
268	298	Face/Off_(1997)	http://dbpedia.org/resource/Face/Off
269	299	Hoodlum_(1997)	http://dbpedia.org/resource/Hoodlum_(film)
270	300	Air_Force_One_(1997)	http://dbpedia.org/resource/Air_Force_One_(film)
271	301	In_&_Out_(1997)	http://dbpedia.org/resource/In_&_Out_(film)
272	302	L.A._Confidential_(1997)	http://dbpedia.org/resource/L.A._Confidential_(film)
273	303	Ulee's_Gold_(1997)	http://dbpedia.org/resource/Ulee's_Gold
274	304	Fly_Away_Home_(1996)	http://dbpedia.org/resource/Fly_Away_Home
275	305	Ice_Storm,_The_(1997)	http://dbpedia.org/resource/The_Ice_Storm_(film)
276	306	Mrs._Brown_(Her_Majesty,_Mrs._Brown)_(1997)	http://dbpedia.org/resource/Mrs_Brown
277	307	Devil's_Advocate,_The_(1997)	http://dbpedia.org/resource/The_Devil's_Advocate_(1997_film)
278	308	FairyTale:_A_True_Story_(1997)	http://dbpedia.org/resource/FairyTale:_A_True_Story
279	309	Deceiver_(1997)	http://dbpedia.org/resource/Deceiver_(film)
280	310	Rainmaker,_The_(1997)	http://dbpedia.org/resource/The_Rainmaker_(1997_film)
281	311	Wings_of_the_Dove,_The_(1997)	http://dbpedia.org/resource/The_Wings_of_the_Dove_(1997_film)
282	312	Midnight_in_the_Garden_of_Good_and_Evil_(1997)	http://dbpedia.org/resource/Midnight_in_the_Garden_of_Good_and_Evil_(film)
283	313	Titanic_(1997)	http://dbpedia.org/resource/Titanic_(1997_film)
284	314	3_Ninjas:_High_Noon_At_Mega_Mountain_(1998)	http://dbpedia.org/resource/3_Ninjas:_High_Noon_at_Mega_Mountain
285	315	Apt_Pupil_(1998)	http://dbpedia.org/resource/Apt_Pupil_(film)
286	316	As_Good_As_It_Gets_(1997)	http://dbpedia.org/resource/As_Good_as_It_Gets
287	317	In_the_Name_of_the_Father_(1993)	http://dbpedia.org/resource/In_the_Name_of_the_Father_(film)
288	319	Everyone_Says_I_Love_You_(1996)	http://dbpedia.org/resource/Everyone_Says_I_Love_You
289	320	Paradise_Lost:_The_Child_Murders_at_Robin_Hood_Hills_(1996)	http://dbpedia.org/resource/Paradise_Lost:_The_Child_Murders_at_Robin_Hood_Hills
290	321	Mother_(1996)	http://dbpedia.org/resource/Mother_(1996_film)
291	322	Murder_at_1600_(1997)	http://dbpedia.org/resource/Murder_at_1600
292	323	Dante's_Peak_(1997)	http://dbpedia.org/resource/Dante's_Peak
293	324	Lost_Highway_(1997)	http://dbpedia.org/resource/Lost_Highway_(film)
294	325	Crash_(1996)	http://dbpedia.org/resource/Crash_(1996_film)
295	326	G.I._Jane_(1997)	http://dbpedia.org/resource/G.I._Jane
296	327	Cop_Land_(1997)	http://dbpedia.org/resource/Cop_Land
297	328	Conspiracy_Theory_(1997)	http://dbpedia.org/resource/Conspiracy_Theory_(film)
298	329	Desperate_Measures_(1998)	http://dbpedia.org/resource/Desperate_Measures_(film)
299	330	187_(1997)	http://dbpedia.org/resource/One_Eight_Seven
300	331	Edge,_The_(1997)	http://dbpedia.org/resource/The_Edge_(1997_film)
301	332	Kiss_the_Girls_(1997)	http://dbpedia.org/resource/Kiss_the_Girls_(1997_film)
302	333	Game,_The_(1997)	http://dbpedia.org/resource/The_Game_Bag
303	334	U_Turn_(1997)	http://dbpedia.org/resource/U_Turn_(1997_film)
304	335	How_to_Be_a_Player_(1997)	http://dbpedia.org/resource/Def_Jam's_How_to_Be_a_Player
