eid	name	entity
28	Batman_Forever_(1995)	http://dbpedia.org/resource/Batman_Forever
29	Belle_de_jour_(1967)	http://dbpedia.org/resource/Belle_de_Jour_(film)
30	Crimson_Tide_(1995)	http://dbpedia.org/resource/Crimson_Tide_(film)
31	Crumb_(1994)	http://dbpedia.org/resource/Crumb_(film)
32	Desperado_(1995)	http://dbpedia.org/resource/Desperado_(film)
33	Doom_Generation,_The_(1995)	http://dbpedia.org/resource/The_Doom_Generation
34	Free_Willy_2:_The_Adventure_Home_(1995)	http://dbpedia.org/resource/Free_Willy_2:_The_Adventure_Home
35	Mad_Love_(1995)	http://dbpedia.org/resource/Mad_Love_(1995_film)
36	Nadja_(1994)	http://dbpedia.org/resource/Nadja_(film)
37	Net,_The_(1995)	http://dbpedia.org/resource/The_Net_(1995_film)
38	Billy_Madison_(1995)	http://dbpedia.org/resource/Billy_Madison
39	Clerks_(1994)	http://dbpedia.org/resource/Clerks_(film)
40	Disclosure_(1994)	http://dbpedia.org/resource/Disclosure_(1994_film)
41	Eat_Drink_Man_Woman_(1994)	http://dbpedia.org/resource/Eat_Drink_Man_Woman
42	Exotica_(1994)	http://dbpedia.org/resource/Exotica_(film)
43	Ed_Wood_(1994)	http://dbpedia.org/resource/Ed_Wood_(film)
44	Hoop_Dreams_(1994)	http://dbpedia.org/resource/Hoop_Dreams
45	I.Q._(1994)	http://dbpedia.org/resource/I.Q._(film)
46	Star_Wars_(1977)	http://dbpedia.org/resource/Star_Wars_(film)
47	Legends_of_the_Fall_(1994)	http://dbpedia.org/resource/Legends_of_the_Fall
48	Madness_of_King_George,_The_(1994)	http://dbpedia.org/resource/The_Madness_of_King_George
49	Natural_Born_Killers_(1994)	http://dbpedia.org/resource/Natural_Born_Killers
50	Outbreak_(1995)	http://dbpedia.org/resource/Outbreak_(film)
51	Professional,_The_(1994)	http://dbpedia.org/resource/Léon:_The_Professional
52	Pulp_Fiction_(1994)	http://dbpedia.org/resource/Pulp_Fiction
53	Priest_(1994)	http://dbpedia.org/resource/Priest_(1994_film)
54	Quiz_Show_(1994)	http://dbpedia.org/resource/Quiz_Show_(film)
55	Three_Colors:_Red_(1994)	http://dbpedia.org/resource/Three_Colours:_Red
56	Three_Colors:_Blue_(1993)	http://dbpedia.org/resource/Three_Colours:_Blue
57	Three_Colors:_White_(1994)	http://dbpedia.org/resource/Three_Colours:_White
58	Stargate_(1994)	http://dbpedia.org/resource/Stargate_(film)
59	Santa_Clause,_The_(1994)	http://dbpedia.org/resource/The_Santa_Clause
60	What's_Eating_Gilbert_Grape_(1993)	http://dbpedia.org/resource/What's_Eating_Gilbert_Grape
61	While_You_Were_Sleeping_(1995)	http://dbpedia.org/resource/While_You_Were_Sleeping_(film)
62	Ace_Ventura:_Pet_Detective_(1994)	http://dbpedia.org/resource/Ace_Ventura:_Pet_Detective
63	Crow,_The_(1994)	http://dbpedia.org/resource/The_Crow_(1994_film)
64	Forrest_Gump_(1994)	http://dbpedia.org/resource/Forrest_Gump
65	Four_Weddings_and_a_Funeral_(1994)	http://dbpedia.org/resource/Four_Weddings_and_a_Funeral
66	Lion_King,_The_(1994)	http://dbpedia.org/resource/The_Lion_King
67	Mask,_The_(1994)	http://dbpedia.org/resource/The_Mask_(1994_film)
68	Maverick_(1994)	http://dbpedia.org/resource/Maverick_(film)
69	Faster_Pussycat!_Kill!_Kill!_(1965)	http://dbpedia.org/resource/Faster,_Pussycat!_Kill!_Kill!
70	Carlito's_Way_(1993)	http://dbpedia.org/resource/Carlito's_Way
71	Firm,_The_(1993)	http://dbpedia.org/resource/The_Firm_(1993_film)
72	Free_Willy_(1993)	http://dbpedia.org/resource/Free_Willy
73	Fugitive,_The_(1993)	http://dbpedia.org/resource/The_Fugitive_(1993_film)
74	Hot_Shots!_Part_Deux_(1993)	http://dbpedia.org/resource/Hot_Shots!_Part_Deux
75	Hudsucker_Proxy,_The_(1994)	http://dbpedia.org/resource/The_Hudsucker_Proxy
76	Jurassic_Park_(1993)	http://dbpedia.org/resource/Jurassic_Park_(film)
77	Much_Ado_About_Nothing_(1993)	http://dbpedia.org/resource/Much_Ado_About_Nothing_(1993_film)
78	Ref,_The_(1994)	http://dbpedia.org/resource/The_Ref
79	Remains_of_the_Day,_The_(1993)	http://dbpedia.org/resource/The_Remains_of_the_Day_(film)
80	Searching_for_Bobby_Fischer_(1993)	http://dbpedia.org/resource/Searching_for_Bobby_Fischer
81	Sleepless_in_Seattle_(1993)	http://dbpedia.org/resource/Sleepless_in_Seattle
82	Blade_Runner_(1982)	http://dbpedia.org/resource/Blade_Runner
83	So_I_Married_an_Axe_Murderer_(1993)	http://dbpedia.org/resource/So_I_Married_an_Axe_Murderer
84	Nightmare_Before_Christmas,_The_(1993)	http://dbpedia.org/resource/The_Nightmare_Before_Christmas
85	True_Romance_(1993)	http://dbpedia.org/resource/True_Romance
86	Welcome_to_the_Dollhouse_(1995)	http://dbpedia.org/resource/Welcome_to_the_Dollhouse
87	Home_Alone_(1990)	http://dbpedia.org/resource/Home_Alone
88	Aladdin_(1992)	http://dbpedia.org/resource/Aladdin_(1992_Disney_film)
89	Terminator_2:_Judgment_Day_(1991)	http://dbpedia.org/resource/Terminator_2:_Judgment_Day
90	Dances_with_Wolves_(1990)	http://dbpedia.org/resource/Dances_with_Wolves
91	Silence_of_the_Lambs,_The_(1991)	http://dbpedia.org/resource/The_Silence_of_the_Lambs_(film)
92	Snow_White_and_the_Seven_Dwarfs_(1937)	http://dbpedia.org/resource/Snow_White_and_the_Seven_Dwarfs_(1937_film)
93	Fargo_(1996)	http://dbpedia.org/resource/Fargo_(1996_film)
94	Heavy_Metal_(1981)	http://dbpedia.org/resource/Heavy_Metal_(film)
95	Aristocats,_The_(1970)	http://dbpedia.org/resource/The_Aristocats
96	All_Dogs_Go_to_Heaven_2_(1996)	http://dbpedia.org/resource/All_Dogs_Go_to_Heaven_2
97	Sgt._Bilko_(1996)	http://dbpedia.org/resource/Sgt._Bilko
98	Diabolique_(1996)	http://dbpedia.org/resource/Diabolique_(1996_film)
99	Moll_Flanders_(1996)	http://dbpedia.org/resource/Moll_Flanders_(1996_film)
100	Kids_in_the_Hall:_Brain_Candy_(1996)	http://dbpedia.org/resource/Kids_in_the_Hall:_Brain_Candy
101	Mystery_Science_Theater_3000:_The_Movie_(1996)	http://dbpedia.org/resource/Mystery_Science_Theater_3000:_The_Movie
102	Operation_Dumbo_Drop_(1995)	http://dbpedia.org/resource/Operation_Dumbo_Drop
103	Truth_About_Cats_&_Dogs,_The_(1996)	http://dbpedia.org/resource/The_Truth_About_Cats_&_Dogs
104	Flipper_(1996)	http://dbpedia.org/resource/Flipper_(1996_film)
105	Horseman_on_the_Roof,_The_(Hussard_sur_le_toit,_Le)_(1995)	http://dbpedia.org/resource/The_Horseman_on_the_Roof
106	Cold_Comfort_Farm_(1995)	http://dbpedia.org/resource/Cold_Comfort_Farm_(film)
107	Rock,_The_(1996)	http://dbpedia.org/resource/The_Rock_(film)
108	Twister_(1996)	http://dbpedia.org/resource/Twister_(1996_film)
109	Maya_Lin:_A_Strong_Clear_Vision_(1994)	http://dbpedia.org/resource/Maya_Lin:_A_Strong_Clear_Vision
110	Striptease_(1996)	http://dbpedia.org/resource/Striptease_(film)
111	Independence_Day_(ID4)_(1996)	http://dbpedia.org/resource/Independence_Day_(1996_film)
112	Cable_Guy,_The_(1996)	http://dbpedia.org/resource/The_Cable_Guy
113	Frighteners,_The_(1996)	http://dbpedia.org/resource/The_Frighteners
114	Lone_Star_(1996)	http://dbpedia.org/resource/Lone_Star_(1996_film)
115	Phenomenon_(1996)	http://dbpedia.org/resource/Phenomenon_(film)
116	Godfather,_The_(1972)	http://dbpedia.org/resource/The_Godfather
117	Supercop_(1992)	http://dbpedia.org/resource/Supercop
118	Bound_(1996)	http://dbpedia.org/resource/Bound_(1996_film)
119	Kansas_City_(1996)	http://dbpedia.org/resource/Kansas_City_(film)
120	Breakfast_at_Tiffany's_(1961)	http://dbpedia.org/resource/Breakfast_at_Tiffany's_(film)
121	Wizard_of_Oz,_The_(1939)	http://dbpedia.org/resource/The_Wizard_of_Oz_(1939_film)
122	Gone_with_the_Wind_(1939)	http://dbpedia.org/resource/Gone_with_the_Wind_(film)
123	Citizen_Kane_(1941)	http://dbpedia.org/resource/Citizen_Kane
124	2001:_A_Space_Odyssey_(1968)	http://dbpedia.org/resource/2001:_A_Space_Odyssey_(film)
125	Mr._Smith_Goes_to_Washington_(1939)	http://dbpedia.org/resource/Mr._Smith_Goes_to_Washington
126	Big_Night_(1996)	http://dbpedia.org/resource/Big_Night
127	D3:_The_Mighty_Ducks_(1996)	http://dbpedia.org/resource/D3:_The_Mighty_Ducks
128	Homeward_Bound:_The_Incredible_Journey_(1993)	http://dbpedia.org/resource/Homeward_Bound:_The_Incredible_Journey
129	Bedknobs_and_Broomsticks_(1971)	http://dbpedia.org/resource/Bedknobs_and_Broomsticks
130	Sound_of_Music,_The_(1965)	http://dbpedia.org/resource/The_Sound_of_Music_(film)
131	Lawnmower_Man,_The_(1992)	http://dbpedia.org/resource/The_Lawnmower_Man_(film)
132	Unhook_the_Stars_(1996)	http://dbpedia.org/resource/Unhook_the_Stars
133	Long_Kiss_Goodnight,_The_(1996)	http://dbpedia.org/resource/The_Long_Kiss_Goodnight
134	Ghost_and_the_Darkness,_The_(1996)	http://dbpedia.org/resource/The_Ghost_and_the_Darkness
135	Jude_(1996)	http://dbpedia.org/resource/Jude_(film)
136	Swingers_(1996)	http://dbpedia.org/resource/Swingers_(1996_film)
137	Willy_Wonka_and_the_Chocolate_Factory_(1971)	http://dbpedia.org/resource/Willy_Wonka_&_the_Chocolate_Factory
138	Sleeper_(1973)	http://dbpedia.org/resource/Sleeper_(1973_film)
139	Fish_Called_Wanda,_A_(1988)	http://dbpedia.org/resource/A_Fish_Called_Wanda
140	Monty_Python's_Life_of_Brian_(1979)	http://dbpedia.org/resource/Monty_Python's_Life_of_Brian
141	Dirty_Dancing_(1987)	http://dbpedia.org/resource/Dirty_Dancing
142	Reservoir_Dogs_(1992)	http://dbpedia.org/resource/Reservoir_Dogs
143	Platoon_(1986)	http://dbpedia.org/resource/Platoon_(film)
144	Weekend_at_Bernie's_(1989)	http://dbpedia.org/resource/Weekend_at_Bernie's
145	Basic_Instinct_(1992)	http://dbpedia.org/resource/Basic_Instinct
146	Glengarry_Glen_Ross_(1992)	http://dbpedia.org/resource/Glengarry_Glen_Ross_(film)
147	Top_Gun_(1986)	http://dbpedia.org/resource/Top_Gun
148	On_Golden_Pond_(1981)	http://dbpedia.org/resource/On_Golden_Pond_(1981_film)
149	Abyss,_The_(1989)	http://dbpedia.org/resource/The_Abyss
150	Jean_de_Florette_(1986)	http://dbpedia.org/resource/Jean_de_Florette
151	Private_Benjamin_(1980)	http://dbpedia.org/resource/Private_Benjamin_(1980_film)
152	Wrong_Trousers,_The_(1993)	http://dbpedia.org/resource/The_Wrong_Trousers
153	Delicatessen_(1991)	http://dbpedia.org/resource/Delicatessen_(1991_film)
154	Princess_Bride,_The_(1987)	http://dbpedia.org/resource/The_Princess_Bride_(film)
155	Brazil_(1985)	http://dbpedia.org/resource/Brazil_(1985_film)
156	Good,_The_Bad_and_The_Ugly,_The_(1966)	http://dbpedia.org/resource/The_Good,_the_Bad_and_the_Ugly
157	12_Angry_Men_(1957)	http://dbpedia.org/resource/12_Angry_Men_(1957_film)
158	Clockwork_Orange,_A_(1971)	http://dbpedia.org/resource/A_Clockwork_Orange_(film)
159	Apocalypse_Now_(1979)	http://dbpedia.org/resource/Apocalypse_Now
160	Return_of_the_Jedi_(1983)	http://dbpedia.org/resource/Return_of_the_Jedi
161	GoodFellas_(1990)	http://dbpedia.org/resource/Goodfellas
162	Alien_(1979)	http://dbpedia.org/resource/Alien_(film)
163	Psycho_(1960)	http://dbpedia.org/resource/Psycho_(1960_film)
164	Blues_Brothers,_The_(1980)	http://dbpedia.org/resource/The_Blues_Brothers_(film)
165	Godfather:_Part_II,_The_(1974)	http://dbpedia.org/resource/The_Godfather_Part_II
166	Full_Metal_Jacket_(1987)	http://dbpedia.org/resource/Full_Metal_Jacket
167	Henry_V_(1989)	http://dbpedia.org/resource/Henry_V_(1989_film)
168	Amadeus_(1984)	http://dbpedia.org/resource/Amadeus_(film)
169	Raging_Bull_(1980)	http://dbpedia.org/resource/Raging_Bull
170	Right_Stuff,_The_(1983)	http://dbpedia.org/resource/The_Right_Stuff_(film)
171	Sting,_The_(1973)	http://dbpedia.org/resource/The_Sting
172	Terminator,_The_(1984)	http://dbpedia.org/resource/The_Terminator
173	Dead_Poets_Society_(1989)	http://dbpedia.org/resource/Dead_Poets_Society
174	Graduate,_The_(1967)	http://dbpedia.org/resource/The_Graduate
175	Nikita_(La_Femme_Nikita)_(1990)	http://dbpedia.org/resource/La_Femme_Nikita_(film)
176	Bridge_on_the_River_Kwai,_The_(1957)	http://dbpedia.org/resource/The_Bridge_on_the_River_Kwai
177	Shining,_The_(1980)	http://dbpedia.org/resource/The_Shining_(film)
178	Evil_Dead_II_(1987)	http://dbpedia.org/resource/Evil_Dead_II
179	Unforgiven_(1992)	http://dbpedia.org/resource/Unforgiven
180	Patton_(1970)	http://dbpedia.org/resource/Patton_(film)
181	Akira_(1988)	http://dbpedia.org/resource/Akira_(1988_film)
182	Cyrano_de_Bergerac_(1990)	http://dbpedia.org/resource/Cyrano_de_Bergerac_(1990_film)
183	Young_Frankenstein_(1974)	http://dbpedia.org/resource/Young_Frankenstein
184	This_Is_Spinal_Tap_(1984)	http://dbpedia.org/resource/This_Is_Spinal_Tap
185	Indiana_Jones_and_the_Last_Crusade_(1989)	http://dbpedia.org/resource/Indiana_Jones_and_the_Last_Crusade
186	M*A*S*H_(1970)	http://dbpedia.org/resource/Hmone_Shwe_Yee
187	Unbearable_Lightness_of_Being,_The_(1988)	http://dbpedia.org/resource/The_Unbearable_Lightness_of_Being_(film)
188	Pink_Floyd_-_The_Wall_(1982)	http://dbpedia.org/resource/Pink_Floyd_–_The_Wall
189	Field_of_Dreams_(1989)	http://dbpedia.org/resource/Field_of_Dreams
190	When_Harry_Met_Sally..._(1989)	http://dbpedia.org/resource/When_Harry_Met_Sally...
191	Bram_Stoker's_Dracula_(1992)	http://dbpedia.org/resource/Bram_Stoker's_Dracula_(1992_film)
192	Cape_Fear_(1991)	http://dbpedia.org/resource/Cape_Fear_(1991_film)
193	Nightmare_on_Elm_Street,_A_(1984)	http://dbpedia.org/resource/A_Nightmare_on_Elm_Street
194	Mirror_Has_Two_Faces,_The_(1996)	http://dbpedia.org/resource/The_Mirror_Has_Two_Faces
195	Breaking_the_Waves_(1996)	http://dbpedia.org/resource/Breaking_the_Waves
196	Star_Trek:_First_Contact_(1996)	http://dbpedia.org/resource/Star_Trek:_First_Contact
197	Sling_Blade_(1996)	http://dbpedia.org/resource/Sling_Blade
198	Ridicule_(1996)	http://dbpedia.org/resource/Ridicule_(film)
199	101_Dalmatians_(1996)	http://dbpedia.org/resource/101_Dalmatians_(1996_film)
200	Die_Hard_2_(1990)	http://dbpedia.org/resource/Die_Hard_2
201	Star_Trek_VI:_The_Undiscovered_Country_(1991)	http://dbpedia.org/resource/Star_Trek_VI:_The_Undiscovered_Country
202	Star_Trek:_The_Wrath_of_Khan_(1982)	http://dbpedia.org/resource/Star_Trek_II:_The_Wrath_of_Khan
203	Star_Trek_III:_The_Search_for_Spock_(1984)	http://dbpedia.org/resource/Star_Trek_III:_The_Search_for_Spock
204	Star_Trek_IV:_The_Voyage_Home_(1986)	http://dbpedia.org/resource/Star_Trek_IV:_The_Voyage_Home
205	Batman_Returns_(1992)	http://dbpedia.org/resource/Batman_Returns
206	Young_Guns_(1988)	http://dbpedia.org/resource/Young_Guns_(film)
207	Under_Siege_(1992)	http://dbpedia.org/resource/Under_Siege
208	Jaws_(1975)	http://dbpedia.org/resource/Jaws_(film)
209	Mars_Attacks!_(1996)	http://dbpedia.org/resource/Mars_Attacks!
210	Citizen_Ruth_(1996)	http://dbpedia.org/resource/Citizen_Ruth
211	Jerry_Maguire_(1996)	http://dbpedia.org/resource/Jerry_Maguire
212	Raising_Arizona_(1987)	http://dbpedia.org/resource/Raising_Arizona
213	Sneakers_(1992)	http://dbpedia.org/resource/Sneakers_(1992_film)
214	Beavis_and_Butt-head_Do_America_(1996)	http://dbpedia.org/resource/Beavis_and_Butt-Head_Do_America
215	Last_of_the_Mohicans,_The_(1992)	http://dbpedia.org/resource/The_Last_of_the_Mohicans_(1992_film)
216	Kolya_(1996)	http://dbpedia.org/resource/Kolya
217	Jungle2Jungle_(1997)	http://dbpedia.org/resource/Jungle_2_Jungle
218	Smilla's_Sense_of_Snow_(1997)	http://dbpedia.org/resource/Smilla's_Sense_of_Snow_(film)
219	Devil's_Own,_The_(1997)	http://dbpedia.org/resource/The_Devil's_Own
220	Chasing_Amy_(1997)	http://dbpedia.org/resource/Chasing_Amy
221	Turbo:_A_Power_Rangers_Movie_(1997)	http://dbpedia.org/resource/Turbo:_A_Power_Rangers_Movie
222	Grosse_Pointe_Blank_(1997)	http://dbpedia.org/resource/Grosse_Pointe_Blank
223	Austin_Powers:_International_Man_of_Mystery_(1997)	http://dbpedia.org/resource/Austin_Powers:_International_Man_of_Mystery
224	Fifth_Element,_The_(1997)	http://dbpedia.org/resource/The_Fifth_Element
225	Shall_We_Dance?_(1996)	http://dbpedia.org/resource/Shall_We_Dance%3F_(1996_film)
226	Lost_World:_Jurassic_Park,_The_(1997)	http://dbpedia.org/resource/The_Lost_World:_Jurassic_Park
227	Batman_&_Robin_(1997)	http://dbpedia.org/resource/Batman_&_Robin_(film)
228	My_Best_Friend's_Wedding_(1997)	http://dbpedia.org/resource/My_Best_Friend's_Wedding
229	Men_in_Black_(1997)	http://dbpedia.org/resource/Men_in_Black_(1997_film)
230	Contact_(1997)	http://dbpedia.org/resource/Contact_(1997_American_film)
231	George_of_the_Jungle_(1997)	http://dbpedia.org/resource/George_of_the_Jungle_(film)
232	Event_Horizon_(1997)	http://dbpedia.org/resource/Event_Horizon_(film)
233	Air_Bud_(1997)	http://dbpedia.org/resource/Air_Bud
234	In_the_Company_of_Men_(1997)	http://dbpedia.org/resource/In_the_Company_of_Men
235	Steel_(1997)	http://dbpedia.org/resource/Steel_(1997_film)
236	Mimic_(1997)	http://dbpedia.org/resource/Mimic_(film)
237	Hunt_for_Red_October,_The_(1990)	http://dbpedia.org/resource/The_Hunt_for_Red_October_(film)
238	Kull_the_Conqueror_(1997)	http://dbpedia.org/resource/Kull_the_Conqueror
239	Chasing_Amy_(1997)	http://dbpedia.org/resource/Chasing_Amy
240	Full_Monty,_The_(1997)	http://dbpedia.org/resource/The_Full_Monty
241	Gattaca_(1997)	http://dbpedia.org/resource/Gattaca
242	Starship_Troopers_(1997)	http://dbpedia.org/resource/Starship_Troopers_(film)
243	Good_Will_Hunting_(1997)	http://dbpedia.org/resource/Good_Will_Hunting
244	Heat_(1995)	http://dbpedia.org/resource/Heat_(1995_film)
245	Sabrina_(1995)	http://dbpedia.org/resource/Sabrina_(1995_film)
246	Sense_and_Sensibility_(1995)	http://dbpedia.org/resource/Sense_and_Sensibility_(film)
247	Leaving_Las_Vegas_(1995)	http://dbpedia.org/resource/Leaving_Las_Vegas
248	Restoration_(1995)	http://dbpedia.org/resource/Restoration_(1995_film)
249	Bed_of_Roses_(1996)	http://dbpedia.org/resource/Bed_of_Roses_(1996_film)
250	Up_Close_and_Personal_(1996)	http://dbpedia.org/resource/Up_Close_&_Personal_(film)
251	River_Wild,_The_(1994)	http://dbpedia.org/resource/The_River_Wild
252	Time_to_Kill,_A_(1996)	http://dbpedia.org/resource/A_Time_to_Kill_(1996_film)
253	Emma_(1996)	http://dbpedia.org/resource/Emma_(1996_TV_film)
254	Tin_Cup_(1996)	http://dbpedia.org/resource/Tin_Cup
255	Secrets_&_Lies_(1996)	http://dbpedia.org/resource/Secrets_&_Lies_(film)
256	English_Patient,_The_(1996)	http://dbpedia.org/resource/The_English_Patient_(film)
257	Marvin's_Room_(1996)	http://dbpedia.org/resource/Marvin's_Room_(film)
258	Scream_(1996)	http://dbpedia.org/resource/Scream_(1996_film)
259	Evita_(1996)	http://dbpedia.org/resource/Evita_(1996_film)
260	Fierce_Creatures_(1997)	http://dbpedia.org/resource/Fierce_Creatures
261	Absolute_Power_(1997)	http://dbpedia.org/resource/Absolute_Power_(film)
262	Rosewood_(1997)	http://dbpedia.org/resource/Rosewood_(film)
263	Donnie_Brasco_(1997)	http://dbpedia.org/resource/Donnie_Brasco_(film)
264	Liar_Liar_(1997)	http://dbpedia.org/resource/Liar_Liar
265	Breakdown_(1997)	http://dbpedia.org/resource/Breakdown_(1997_film)
266	Promesse,_La_(1996)	http://dbpedia.org/resource/La_Promesse
267	Ulee's_Gold_(1997)	http://dbpedia.org/resource/Ulee's_Gold
268	Face/Off_(1997)	http://dbpedia.org/resource/Face/Off
269	Hoodlum_(1997)	http://dbpedia.org/resource/Hoodlum_(film)
270	Air_Force_One_(1997)	http://dbpedia.org/resource/Air_Force_One_(film)
271	In_&_Out_(1997)	http://dbpedia.org/resource/In_&_Out_(film)
272	L.A._Confidential_(1997)	http://dbpedia.org/resource/L.A._Confidential_(film)
273	Ulee's_Gold_(1997)	http://dbpedia.org/resource/Ulee's_Gold
274	Fly_Away_Home_(1996)	http://dbpedia.org/resource/Fly_Away_Home
275	Ice_Storm,_The_(1997)	http://dbpedia.org/resource/The_Ice_Storm_(film)
276	Mrs._Brown_(Her_Majesty,_Mrs._Brown)_(1997)	http://dbpedia.org/resource/Mrs_Brown
277	Devil's_Advocate,_The_(1997)	http://dbpedia.org/resource/The_Devil's_Advocate_(1997_film)
278	FairyTale:_A_True_Story_(1997)	http://dbpedia.org/resource/FairyTale:_A_True_Story
279	Deceiver_(1997)	http://dbpedia.org/resource/Deceiver_(film)
280	Rainmaker,_The_(1997)	http://dbpedia.org/resource/The_Rainmaker_(1997_film)
281	Wings_of_the_Dove,_The_(1997)	http://dbpedia.org/resource/The_Wings_of_the_Dove_(1997_film)
282	Midnight_in_the_Garden_of_Good_and_Evil_(1997)	http://dbpedia.org/resource/Midnight_in_the_Garden_of_Good_and_Evil_(film)
283	Titanic_(1997)	http://dbpedia.org/resource/Titanic_(1997_film)
284	3_Ninjas:_High_Noon_At_Mega_Mountain_(1998)	http://dbpedia.org/resource/3_Ninjas:_High_Noon_at_Mega_Mountain
285	Apt_Pupil_(1998)	http://dbpedia.org/resource/Apt_Pupil_(film)
286	As_Good_As_It_Gets_(1997)	http://dbpedia.org/resource/As_Good_as_It_Gets
287	In_the_Name_of_the_Father_(1993)	http://dbpedia.org/resource/In_the_Name_of_the_Father_(film)
288	Everyone_Says_I_Love_You_(1996)	http://dbpedia.org/resource/Everyone_Says_I_Love_You
289	Paradise_Lost:_The_Child_Murders_at_Robin_Hood_Hills_(1996)	http://dbpedia.org/resource/Paradise_Lost:_The_Child_Murders_at_Robin_Hood_Hills
290	Mother_(1996)	http://dbpedia.org/resource/Mother_(1996_film)
291	Murder_at_1600_(1997)	http://dbpedia.org/resource/Murder_at_1600
292	Dante's_Peak_(1997)	http://dbpedia.org/resource/Dante's_Peak
293	Lost_Highway_(1997)	http://dbpedia.org/resource/Lost_Highway_(film)
294	Crash_(1996)	http://dbpedia.org/resource/Crash_(1996_film)
295	G.I._Jane_(1997)	http://dbpedia.org/resource/G.I._Jane
296	Cop_Land_(1997)	http://dbpedia.org/resource/Cop_Land
297	Conspiracy_Theory_(1997)	http://dbpedia.org/resource/Conspiracy_Theory_(film)
298	Desperate_Measures_(1998)	http://dbpedia.org/resource/Desperate_Measures_(film)
299	187_(1997)	http://dbpedia.org/resource/One_Eight_Seven
300	Edge,_The_(1997)	http://dbpedia.org/resource/The_Edge_(1997_film)
301	Kiss_the_Girls_(1997)	http://dbpedia.org/resource/Kiss_the_Girls_(1997_film)
302	Game,_The_(1997)	http://dbpedia.org/resource/The_Game_Bag
303	U_Turn_(1997)	http://dbpedia.org/resource/U_Turn_(1997_film)
304	How_to_Be_a_Player_(1997)	http://dbpedia.org/resource/Def_Jam's_How_to_Be_a_Player
305	Playing_God_(1997)	http://dbpedia.org/resource/Playing_God_(1997_film)
306	House_of_Yes,_The_(1997)	http://dbpedia.org/resource/The_House_of_Yes
307	Bean_(1997)	http://dbpedia.org/resource/Bean_(film)
308	Mad_City_(1997)	http://dbpedia.org/resource/Mad_City_(film)
309	Boogie_Nights_(1997)	http://dbpedia.org/resource/Boogie_Nights
310	Critical_Care_(1997)	http://dbpedia.org/resource/Critical_Care_(film)
311	Man_Who_Knew_Too_Little,_The_(1997)	http://dbpedia.org/resource/The_Man_Who_Knew_Too_Little
312	Alien:_Resurrection_(1997)	http://dbpedia.org/resource/Alien_Resurrection
313	Apostle,_The_(1997)	http://dbpedia.org/resource/The_Apostle
314	Deconstructing_Harry_(1997)	http://dbpedia.org/resource/Deconstructing_Harry
315	Jackie_Brown_(1997)	http://dbpedia.org/resource/Jackie_Brown
316	Wag_the_Dog_(1997)	http://dbpedia.org/resource/Wag_the_Dog
317	Desperate_Measures_(1998)	http://dbpedia.org/resource/Desperate_Measures_(film)
318	Hard_Rain_(1998)	http://dbpedia.org/resource/Hard_Rain_(film)
319	Fallen_(1998)	http://dbpedia.org/resource/Fallen_(1998_film)
320	Prophecy_II,_The_(1998)	http://dbpedia.org/resource/The_Prophecy_II
